Gene symbol	Mutant.309.R1.drna.DVBt.DVB.S7.R1.001	Mutant.309.R2.drna.DVBt.DVB.S8.R1.001	Mutant.309.R3.drna.DVBt.DVB.S9.R1.001	WT.39.R1.drna.DVBt.DVB.S13.R1.001	WT.39.R2.drna.DVBt.DVB.S14.R1.001	WT.39.R3.drna.DVBt.DVB.S15.R1.001
AC078962.2	0	0	0	0	0	0
RF00137	0	0	0	0	0	0
AC078962.4	0	0	0	1	0	0
MIR548C	0	0	0	0	0	0
MIR548Z	0	0	0	0	0	0
AC078962.1	0	0	0	0	0	0
AC078962.3	0	0	0	0	0	0
AC025262.3	0	0	0	0	0	0
AC025262.2	0	1	0	0	0	0
GNS	10508	9534	9702	4099	3647	2963
AC025262.1	4	2	9	1	3	2
TBC1D30	234	255	466	1251	1552	1611
RPL7P39	0	2	0	0	0	1
LINC02389	12	6	13	95	85	47
LINC02231	1	0	0	0	1	1
RNU6ATAC42P	0	1	0	0	1	0
AC135895.1	0	0	0	0	0	0
WIF1	1510	516	392	139	68	6
RNU6-166P	0	0	0	0	0	0
APOOP3	0	0	0	0	0	0
LEMD3	1555	1613	1617	1263	1544	1185
AC026124.2	5	3	2	2	3	1
MSRB3	712	630	462	265	198	123
AC026124.1	1	0	3	0	0	0
KRT18P60	0	0	0	0	1	0
AC025419.1	0	1	0	2	2	0
AC090023.1	0	0	0	0	0	0
LINC02454	0	0	0	2	1	1
AC090023.2	0	0	0	0	0	0
PCNPP3	26	31	31	18	19	19
RPSAP52	0	0	0	0	0	0
HMGA2	4	8	10	64	40	21
AC107308.1	0	0	0	0	0	0
AC090673.1	3	0	7	9	7	8
AC090673.2	0	0	0	0	0	0
MIR6074	0	0	0	0	0	0
LINC02425	0	0	0	0	0	0
RPL21P18	215	282	224	121	152	176
RNA5SP362	0	0	0	0	0	0
LLPH	481	439	479	460	541	476
AC078927.1	0	0	0	0	0	0
LLPH-DT	8	9	9	1	1	1
TMBIM4	731	790	561	205	233	174
IRAK3	4	3	4	38	35	12
RBMS1P1	328	297	312	197	294	194
MIR6502	0	0	0	0	0	0
AC078889.1	1	0	1	0	1	0
PDCL3P7	0	0	0	0	0	0
RN7SKP166	0	0	1	1	0	0
HELB	210	217	203	174	134	86
GRIP1	350	444	550	1357	1713	1593
OSBPL9P5	0	0	0	0	0	0
OSBPL9P4	1	0	2	0	2	0
AC073530.1	0	0	0	0	0	0
AC073530.2	0	0	0	0	0	0
RAB11AP2	0	0	0	0	0	0
GGTA2P	21	14	14	6	9	8
CAND1	8739	9419	10533	7351	8103	8701
MRPL40P1	0	2	0	2	8	0
NTAN1P3	0	0	1	3	0	0
LINC02420	0	0	0	0	0	0
LINC02408	0	1	0	1	1	1
LINC02442	0	0	0	0	0	0
DYRK2	1090	1248	1580	1924	2148	2477
AC078777.1	0	0	1	0	0	0
LINC02421	0	3	1	6	2	0
AC022513.1	0	0	0	0	0	0
LINC01479	0	0	0	2	1	1
AC005294.1	0	0	0	0	0	0
IFNG-AS1	0	0	0	2	3	0
RPL39P28	0	0	0	0	0	0
HNRNPA1P70	0	1	0	0	0	1
AC007458.1	0	0	0	0	0	0
IFNG	0	0	0	0	0	0
IL26	2	2	2	1	3	0
IL22	0	0	0	1	2	1
MDM1	1345	1450	1234	434	374	221
LINC02384	5	13	12	4	5	5
AC022511.1	0	0	0	0	0	0
AC008033.3	0	0	0	0	0	0
AC008033.1	5	8	6	6	9	3
AC008033.2	0	0	0	0	0	0
RPSAP12	26	34	37	28	29	26
RAP1B	5297	5262	5321	3582	3838	3179
RPL10P12	1	1	0	1	1	0
SNORA70G	0	0	0	0	0	0
ATP5PDP4	319	446	390	383	467	433
AC090061.1	46	37	56	10	12	16
RPL7P42	0	2	1	0	0	1
NUP107	1175	1298	1345	771	820	748
KRT8P39	9	4	13	2	1	4
SLC35E3	353	457	479	557	549	635
AC025423.3	0	1	1	0	0	1
MDM2	1558	1587	1553	1314	1457	1255
AC025423.1	2	0	1	0	1	0
AC025423.4	0	0	0	0	0	0
AC025423.2	0	0	0	0	0	0
CPM	290	135	95	20	6	4
RNU7-4P	0	0	0	0	0	0
AC025423.5	0	0	0	0	0	0
PRELID2P1	0	1	0	0	0	0
AC127894.1	0	0	0	0	0	0
CPSF6	5206	5531	5658	5728	6189	4588
MIR1279	0	0	0	0	0	0
C1GALT1P1	9	7	9	19	11	5
AC020656.2	1	2	1	0	0	0
LYZ	0	0	1	0	2	2
AC020656.1	0	0	0	0	0	0
YEATS4	584	708	615	943	1036	1131
RN7SL804P	0	0	0	0	0	0
RPS26P45	1	1	0	1	0	0
LINC02373	3	0	0	1	3	3
FRS2	2611	2604	2531	1592	1884	1581
MIR3913-1	0	0	0	0	0	0
MIR3913-2	0	0	0	0	0	0
CCT2	6188	6802	8161	8294	10634	11075
LRRC10	0	0	0	0	0	0
BEST3	3	4	4	0	0	2
AC025263.3	0	0	0	0	0	0
AC025263.1	0	0	0	0	0	0
RAB3IP	1291	1227	1542	1837	2014	1949
AC025263.2	0	0	0	0	0	0
MYRFL	12	11	7	12	9	2
LINC01481	130	130	146	85	73	51
AC078922.1	0	0	0	1	0	0
AC084032.1	0	0	0	0	0	0
CNOT2	2168	2245	2206	1532	1479	1256
AC092881.1	39	28	28	10	13	9
KCNMB4	1516	1516	1381	1168	875	760
RNU4-65P	0	0	0	0	0	0
AC025569.1	0	4	3	11	4	2
PTPRB	19	21	26	140	47	44
AC083809.1	0	0	0	1	1	0
PTPRR	56	68	140	1034	458	629
FAHD2P1	0	0	3	0	2	2
AC123905.1	0	0	0	0	0	0
AC025575.1	0	0	0	0	0	0
AC025575.2	3	7	8	0	0	0
TSPAN8	2	1	0	0	0	4
LGR5	36	47	52	42	11	12
AC090116.1	0	0	0	0	0	0
AC078860.1	0	0	0	1	0	0
ZFC3H1	3350	3286	3285	2545	2734	1898
THAP2	968	959	1083	662	753	621
AC073612.1	0	0	0	0	0	0
TMEM19	1178	1139	1184	994	1080	1010
AC011601.1	0	0	0	0	0	0
RAB21	2635	2806	2948	2435	2561	2477
AC089984.1	0	0	0	0	0	0
AC089984.3	0	0	0	0	0	0
TBC1D15	1963	1936	1929	1063	1063	917
AC089984.2	9	8	5	9	4	3
TPH2	41	25	38	495	414	557
AC090109.1	0	0	0	0	0	0
TRHDE	35	83	186	294	133	180
TRHDE-AS1	9	53	99	138	64	60
AC016256.1	0	0	0	0	0	0
CHCHD3P2	0	0	0	0	0	0
AC133480.1	0	0	0	0	0	0
AC090503.2	0	0	0	0	0	0
LINC02444	0	0	0	1	0	0
AC090503.1	0	0	0	3	0	0
AC087879.1	0	0	0	0	1	0
RNU6-1012P	0	0	0	0	0	0
LINC02445	0	0	0	0	0	0
AC136188.1	0	0	0	0	0	0
LINC02394	0	1	0	0	1	0
AC090502.1	5	6	4	2	1	0
AC090502.4	6	5	4	7	6	4
AC090502.3	0	0	0	0	0	0
AC090502.2	4	2	2	0	0	0
VENTXP3	0	0	0	0	0	0
ATXN7L3B	5617	6287	6975	8559	9823	9387
AC025257.1	0	0	0	0	0	0
AC123904.2	0	0	0	0	0	0
AC123904.1	0	1	0	0	0	0
AC123904.3	0	0	0	0	0	0
AC073525.1	36	30	24	29	14	6
KCNC2	653	643	658	577	397	300
AC091534.1	0	3	1	0	0	0
CCNG2P1	0	0	0	3	0	0
CAPS2	926	847	696	606	357	220
AC092552.1	8	8	8	3	2	1
AC121761.2	22	20	29	25	11	2
GLIPR1L1	15	17	13	24	11	11
GLIPR1L2	414	367	401	25	15	9
GLIPR1	291	253	308	258	197	256
AC121761.1	9	7	10	22	12	10
KRR1	1569	1599	1562	987	942	877
AC078923.1	0	0	1	11	9	9
AC022507.1	0	0	0	0	0	0
RPL10P13	0	1	2	9	3	5
AC078820.1	0	0	0	3	3	1
AC011611.6	0	0	2	0	0	1
RN7SL734P	0	0	0	0	0	0
AC011611.2	0	0	0	0	0	0
AC011611.1	0	0	0	0	1	0
PHLDA1	967	1043	1113	3368	2699	3673
AC011611.3	0	0	0	0	0	0
AC011611.4	0	0	0	0	0	0
NAP1L1	11266	11244	10928	9051	8313	6896
AC011611.5	2	3	1	4	0	1
AC233290.2	1	2	2	1	2	1
AC233290.1	0	1	0	2	3	2
RNU6-1271P	0	0	0	0	0	0
LINC02407	0	0	0	1	0	0
RN7SKP172	0	0	0	0	0	0
BBS10	1732	1774	1694	904	954	951
OSBPL8	2482	2767	3498	4825	6222	5665
AC107032.2	5	2	1	4	7	0
RPL7AP9	0	0	0	2	2	1
YWHAQP7	2	1	0	3	1	1
AC107032.1	989	999	1102	691	816	614
RPL7P43	1	2	0	1	0	2
AC093014.1	169	199	209	167	187	189
ZDHHC17	4728	4780	4495	3449	3489	3122
CSRP2	1755	1867	2029	830	680	401
AC124784.1	2	1	2	0	0	2
AC025161.1	6	2	5	4	7	2
E2F7	86	113	97	20	57	36
LINC02464	0	0	0	1	2	0
NAV3	845	898	1265	3157	2597	4078
AC073591.1	0	0	0	0	0	0
AC138331.1	0	1	3	0	3	0
AC073571.1	0	0	0	0	0	0
PRXL2AP1	0	0	0	0	0	0
LINC02424	0	0	0	0	0	0
AC128707.1	0	0	0	0	0	0
AC130415.1	0	0	0	0	0	0
AC079362.1	0	0	0	0	0	0
AC068993.1	42	49	52	70	94	126
AC068993.2	0	0	0	0	0	0
SYT1	3733	3670	4774	14112	12992	9484
AC090709.1	4	3	3	1	1	1
AC027288.3	28	24	18	4	6	0
MIR1252	0	0	0	0	0	0
AC027288.2	1	3	0	0	0	0
AC027288.1	0	1	0	0	0	0
NOP56P3	25	33	29	70	89	124
PAWR	4358	4257	3918	1134	775	318
AC073569.2	0	0	0	0	0	0
PPP1R12A	3137	3002	2895	2600	2929	2317
AC073569.3	4	8	4	3	2	2
AC073569.1	2	1	0	2	9	2
RNA5SP363	0	0	0	0	0	0
PPP1R12A-AS1	53	34	51	51	53	56
SNRPGP20	0	0	0	0	0	0
RPL7P38	0	1	1	0	1	3
RNU7-106P	0	0	0	0	0	0
OTOGL	12	12	17	13	25	16
AC078817.1	13	41	36	27	51	39
RN7SKP261	0	0	0	0	0	0
PTPRQ	21	14	13	4	1	4
AKIRIN1P1	0	0	0	0	0	0
AC074031.1	0	0	0	0	0	0
MYF6	0	0	0	1	0	0
MYF5	0	0	0	0	0	0
LINC01490	1	0	0	0	0	0
LIN7A	2926	2148	2378	2821	2756	2774
MIR617	0	0	0	0	0	0
AC078886.1	0	0	0	0	0	0
MIR618	1	0	0	0	0	0
ACSS3	1217	1092	1064	412	158	42
AC078955.1	0	2	0	0	0	0
MIR4699	0	0	0	0	0	0
PPFIA2	340	455	938	2257	2782	3578
PPFIA2-AS1	7	18	21	53	61	60
AC069228.1	0	0	0	0	2	0
AC079363.1	0	0	0	0	1	0
AC091515.1	0	0	0	0	0	0
LINC02426	0	0	0	0	0	0
AC011602.1	0	1	0	0	0	0
CCDC59	763	663	612	363	309	282
METTL25	224	231	138	79	45	16
AC089998.3	11	10	8	5	3	0
AC089998.4	1	1	1	0	1	0
AC089998.2	2	0	1	0	0	0
AC089998.1	6	2	2	4	5	2
TMTC2	1796	1423	1470	1501	1802	1038
RNU6-977P	0	0	0	0	0	0
RPL6P25	1	1	1	1	3	0
AC090680.1	0	0	0	0	0	0
AC093025.1	0	0	0	0	0	0
AC090679.2	0	0	0	0	0	0
AC090679.1	0	0	0	0	0	0
AC087888.1	0	0	0	0	1	1
AC093027.1	0	0	0	0	0	0
SLC6A15	670	998	1348	7587	19288	11600
AC128657.1	0	2	0	0	0	2
TSPAN19	38	46	36	151	177	85
LRRIQ1	863	1141	907	314	267	163
ALX1	13	18	10	19	19	36
AC131532.1	66	84	78	9	11	9
AC126471.1	0	2	0	1	0	0
AC137768.1	0	0	3	0	0	0
RASSF9	134	91	114	41	20	0
NTS	223	208	172	60	47	67
MGAT4C	108	132	282	794	1208	508
AC016993.1	0	0	0	0	0	0
AC139697.1	0	0	0	0	1	0
AC010196.1	0	0	0	0	0	0
AC079597.1	0	0	0	0	0	0
RPL23AP68	0	0	0	0	0	0
AC079598.4	0	0	0	0	0	0
CYCSP30	0	0	0	0	0	0
AC079598.2	0	0	0	0	0	0
MKRN9P	60	81	79	53	59	56
LINC02258	0	0	0	0	0	0
AC079598.1	0	0	0	0	0	0
AC079598.3	0	4	2	4	3	0
RPS4XP15	0	0	2	0	0	0
C12orf50	3	0	0	4	5	1
C12orf29	684	636	720	479	513	508
CEP290	2865	2887	2905	2224	2295	1730
RNA5SP364	0	0	0	0	0	0
AC091516.1	2	7	3	7	5	2
TMTC3	2121	2160	2005	1045	1155	774
KITLG	1098	1253	625	766	768	599
AC024941.2	0	0	1	2	0	2
RNU1-117P	0	0	0	0	0	0
AC024941.1	2	2	0	1	1	1
LINC02458	20	3	11	49	48	50
AC006199.1	0	0	0	0	0	0
AC024909.1	0	1	0	0	1	1
RNU7-120P	0	0	0	0	0	0
MRPS6P4	0	0	0	0	0	0
DUSP6	335	263	465	1304	2099	581
AC024909.2	0	0	1	1	0	0
AC010201.2	83	84	71	64	94	47
AC010201.1	16	20	23	28	36	14
POC1B	732	670	641	322	320	149
CENPCP1	72	88	56	31	36	33
POC1B-GALNT4	2	1	1	1	1	4
GALNT4	1	3	2	0	0	1
POC1B-AS1	134	142	143	107	90	77
AC025034.2	0	0	0	0	0	0
AC025034.1	48	69	68	88	85	32
ATP2B1	3874	3527	5163	7403	7354	5928
ATP2B1-AS1	220	221	260	615	574	352
RNA5SP365	0	0	0	0	0	0
MRPL2P1	0	0	2	1	0	0
RNU6-148P	0	0	0	0	0	0
AC084200.1	0	0	0	0	0	0
BRWD1P2	22	29	45	65	98	102
LINC02399	0	0	0	0	0	0
AC126178.1	2	0	1	0	1	1
LINC02392	0	0	0	0	1	0
AC084365.1	0	0	0	0	0	0
AC112481.1	0	0	0	0	0	0
CCER1	0	0	0	0	0	0
LINC00615	0	0	0	0	0	0
EPYC	4	3	4	8	8	5
KERA	4	1	2	16	1	2
LUM	2597	2531	1756	2253	983	130
DCN	21726	15044	17159	8273	3202	327
AC007115.1	0	0	0	0	0	0
AC025035.1	0	1	0	0	0	0
AC126175.1	0	1	0	0	6	0
AC025254.1	0	0	0	1	0	0
AC090049.2	0	0	0	0	0	0
LINC02404	0	0	0	2	0	1
AC090049.1	0	0	0	0	0	0
LINC01619	1	1	0	25	25	14
BTG1	551	710	865	1277	1657	912
AC025164.1	10	1	7	7	11	12
RPL21P106	1	0	2	0	1	0
LINC02391	0	0	0	0	0	0
CLLU1OS	0	0	0	0	0	0
AC063949.2	0	0	0	0	0	0
CLLU1	0	0	0	1	0	0
LINC02397	0	0	0	12	8	3
AC063949.1	5	6	8	3	4	15
PLEKHG7	0	0	0	0	0	2
EEA1	1802	1788	1982	1919	2256	2167
AC026111.1	101	126	106	47	35	49
HNRNPA1P50	84	94	72	80	91	64
RNU6-1329P	0	0	0	0	0	0
LINC02413	0	1	0	0	0	0
AC138123.1	0	1	2	0	1	0
AC021646.1	0	0	0	0	0	0
RPL41P5	2	1	1	1	0	0
AC138123.2	0	0	0	0	0	0
NACAP8	8	5	7	8	5	7
LINC02412	0	0	0	0	0	0
AC124947.2	0	0	1	3	0	2
AC124947.1	1	8	1	1	0	2
NUDT4	1275	1168	1282	1374	2135	1379
UBE2N	2816	3389	3839	5702	6939	6821
MRPL42	1407	1595	1671	1823	1990	1640
RN7SL737P	0	0	0	0	0	0
AC025260.1	0	0	0	0	0	0
SOCS2-AS1	44	48	48	174	337	102
SOCS2	289	330	369	1209	2135	702
AC012085.1	40	33	60	65	97	106
CRADD	143	161	174	388	467	266
AC012085.2	0	0	0	0	3	0
RN7SL630P	0	0	0	0	0	0
AC012464.2	0	1	0	0	0	1
AC012464.1	1	3	4	5	8	7
AC012464.3	0	4	0	7	6	0
RN7SKP263	0	0	0	0	0	0
AC123567.1	2	0	0	2	4	1
PLXNC1	1233	1558	1976	1713	1378	1218
AC123567.2	1	3	2	0	0	0
AC073655.1	1	1	1	2	2	0
AC073655.2	13	13	10	9	4	2
CEP83	593	718	585	321	253	215
RN7SL330P	0	1	0	1	1	0
RBMS2P1	98	56	89	57	47	40
CEP83-DT	38	38	35	47	65	68
AC023161.1	0	0	0	0	0	0
RN7SL483P	0	0	0	0	0	0
AC023161.2	34	28	33	26	24	39
SUCLG2P2	80	86	103	24	20	7
MIR5700	0	0	0	1	0	0
TMCC3	510	475	383	765	677	308
MIR7844	0	0	0	0	0	0
LSM3P2	0	0	0	0	0	0
KRT19P2	1	0	0	0	0	0
MIR492	0	0	0	0	0	0
NDUFA12	968	1346	1509	1989	2612	2262
NR2C1	1737	1702	1508	1330	1333	844
FGD6	1497	1637	2092	899	1123	484
AC126615.2	1	0	1	0	0	0
AC126615.1	6	4	2	5	3	11
VEZT	5563	6149	6325	4759	5000	4821
CBX3P5	3	0	2	1	5	2
RNU6-808P	0	0	0	0	0	0
MIR331	2	1	4	1	2	1
MIR3685	3	3	5	5	5	6
AC084879.1	1	0	0	3	0	0
AC084879.2	0	0	0	0	0	0
RNU6-735P	0	0	0	0	0	0
AC018475.1	63	73	69	36	45	51
METAP2	2664	3030	3024	2348	2821	2668
USP44	21	26	15	71	53	47
PGAM1P5	1	2	2	3	3	5
NTN4	25	33	42	295	385	199
RNU6-247P	0	0	0	0	0	0
AC090001.1	5	2	2	3	0	1
LINC02410	1	1	0	2	0	0
SNRPF	583	739	751	709	789	842
CCDC38	6	8	7	5	5	4
AC090001.2	0	0	0	0	0	0
AMDHD1	7	9	3	9	7	10
HAL	0	3	2	1	0	3
AC007298.2	0	0	0	0	0	0
LTA4H	2184	2279	2399	1323	1252	1070
AC007298.1	0	0	0	0	0	0
YPEL5P3	0	0	0	0	0	0
RN7SL88P	0	0	0	0	0	0
LINC02452	0	0	0	0	0	0
ELK3	177	129	144	100	113	26
AC008149.1	0	0	0	0	0	0
CDK17	2346	2632	2742	2871	3442	3257
RNU4-24P	0	1	2	0	0	0
AC125612.1	2	0	1	0	1	0
AC007513.1	0	0	0	0	0	0
RN7SKP11	0	0	0	0	0	0
CFAP54	684	681	550	136	62	24
EEF1A1P33	20	18	10	3	6	4
NEDD1	1641	1684	1500	392	304	154
AC007656.1	0	2	1	2	2	4
AC013417.1	0	0	0	0	0	0
AC007656.2	0	0	0	0	1	0
LINC02409	3	4	2	1	0	1
RMST	4607	4574	2922	1219	771	487
MIR1251	0	3	3	2	0	0
RF01963	0	0	0	0	0	0
RF01964	0	0	0	0	0	0
RF01965	0	0	0	0	0	0
RF01966	0	0	0	0	0	0
RF01967	0	0	0	0	0	0
RF01968	0	0	0	0	0	0
RF00537	2	7	7	2	0	1
RF01969	0	0	0	0	0	0
RF01970	0	0	0	0	0	0
AC018659.2	141	212	139	87	86	94
MIR135A2	0	0	0	0	0	0
RF01971	0	0	0	0	0	0
AC018659.1	0	0	0	1	0	0
AC007424.1	16	22	14	14	26	51
RNU6-36P	12	10	20	27	42	50
MIR4495	0	0	0	0	0	0
MIR4303	0	0	0	0	0	0
AC016152.1	0	0	1	0	0	3
AC008055.1	0	0	1	0	0	0
RNU4-41P	0	0	0	0	0	0
SLC9A7P1	12	13	17	24	18	26
LINC02453	3	3	4	4	2	2
TMPO-AS1	27	63	52	28	38	25
TMPO	1132	1727	1689	1412	1508	1631
PPIAP8	1	0	0	1	1	0
SLC25A3	5838	7093	7452	6639	8067	9141
SNORA53	0	1	2	3	1	1
IKBIP	899	775	942	399	464	376
APAF1	797	851	931	963	1180	1103
ANKS1B	569	627	655	1059	1213	955
AC008126.1	268	280	350	278	305	305
AC069437.1	0	0	0	0	0	0
RNA5SP366	0	0	0	0	0	0
AC117377.1	0	0	0	0	2	0
FAM71C	0	0	0	0	0	0
RPS4XP1	631	721	703	463	504	404
AC126474.1	3	4	11	10	7	8
UHRF1BP1L	952	1066	1337	607	785	897
AC126474.2	216	222	225	102	156	132
AC010203.2	0	0	1	0	3	2
GOLGA2P5	249	228	218	96	45	34
RN7SL176P	0	0	0	0	0	0
AC010203.1	10	7	11	4	2	0
MIR1827	0	0	0	0	0	0
ACTR6	1121	1331	1272	701	725	890
DEPDC4	28	36	37	27	18	25
SCYL2	4358	4230	4513	4268	5468	5227
SLC17A8	1418	1017	792	317	168	168
NR1H4	0	0	0	0	0	0
AC010200.2	0	0	0	0	0	0
GAS2L3	61	129	99	348	299	197
AC010200.1	0	0	1	2	1	2
ANO4	751	539	409	627	461	407
AC138360.1	0	0	0	1	1	0
AC063947.1	0	0	0	2	1	1
AC063947.2	119	123	107	58	55	36
SLC5A8	0	0	0	2	2	5
RNU6-768P	0	0	0	0	0	0
AC079953.1	0	0	0	0	0	0
UTP20	672	634	823	361	444	469
ARL1	5066	4952	4776	2150	1855	1583
AC063948.1	7	8	5	5	23	13
RNU6-1068P	0	1	0	1	2	0
RPS27P23	3	1	3	2	0	0
RNU5E-5P	0	0	0	0	0	0
RNA5SP367	0	0	0	0	0	0
SPIC	0	0	0	0	0	0
MYBPC1	0	0	1	2	4	7
AC117505.1	0	0	0	0	0	0
AC010205.1	1	0	1	3	4	4
CHPT1	467	476	572	688	890	1163
RNY1P16	0	1	0	0	0	1
SYCP3	6	2	12	21	11	16
GNPTAB	2480	2468	3155	4747	5119	5643
RNU6-101P	0	0	3	7	4	0
AC063950.1	1	0	0	2	2	3
RNA5SP368	0	0	0	0	0	0
RNU6-172P	0	0	1	0	0	0
RNA5SP369	0	0	0	0	0	0
RNU6-1183P	0	0	0	0	0	0
HSPE1P4	5	4	6	3	5	5
DRAM1	76	73	54	118	71	69
AC084398.2	0	0	0	0	1	0
AC084398.1	0	0	0	0	0	0
AC079907.2	0	1	0	3	3	2
NENFP2	0	0	0	0	0	0
WASHC3	855	899	955	1034	1137	1203
AC079907.1	1	2	2	1	1	0
NUP37	279	319	329	105	114	100
PARPBP	33	66	62	37	35	53
PMCH	0	0	0	0	1	1
HELLPAR	13	18	13	18	26	25
RN7SL793P	0	0	0	0	0	0
AC093023.1	0	0	0	0	0	0
LINC02456	0	0	0	0	0	0
IGF1	11	8	2	2	6	6
AC010202.1	0	0	0	0	0	0
LINC00485	1	0	0	1	0	1
PAH	7	6	5	10	17	11
AC026108.1	0	1	0	1	2	0
ASCL1	82	140	137	392	807	275
AC068643.1	1	1	2	2	2	0
AC068643.2	0	0	0	1	0	2
C12orf42	10	11	10	5	17	5
AC084364.1	0	0	0	0	0	0
AC084364.2	0	0	0	0	0	0
LINC02401	0	0	0	0	0	0
STAB2	15	16	12	10	8	3
AC025265.2	0	0	0	0	0	1
AC025265.3	0	0	0	0	0	0
AC025265.1	14	25	29	24	13	6
NT5DC3	590	679	707	883	803	967
AC012555.2	0	1	0	1	0	0
AC012555.1	0	0	1	0	1	0
TTC41P	60	61	50	25	22	45
HSP90B1	54170	48393	48506	20056	16683	14284
MIR3652	0	0	0	0	0	0
C12orf73	704	819	848	813	952	951
TDG	1497	1478	1538	1221	1612	1232
GLT8D2	202	193	185	255	263	212
AC078819.1	1614	1651	2559	2748	3833	4148
HCFC2	1043	1179	1220	1061	1361	1046
NFYB	1353	1684	1543	1306	1563	1480
RNA5SP370	1	0	0	0	0	0
LINC02385	0	0	0	0	0	0
TXNRD1	1980	2429	2602	3203	4075	4406
AC089983.1	0	0	0	0	0	0
RPL18AP3	3349	3388	4107	3238	4268	3809
EID3	4	7	1	10	7	5
CHST11	1111	1078	1465	1528	2030	2224
AC079316.1	0	3	1	0	2	1
AC079316.2	0	0	0	0	0	0
MIR3922	0	0	0	0	0	0
SLC41A2	624	633	716	1022	1324	1358
KRT18P20	2	2	0	1	1	1
C12orf45	876	943	885	976	1066	871
ALDH1L2	274	259	387	1367	1701	1545
AC016257.1	9	10	10	29	19	18
WASHC4	2516	2361	2552	1432	1458	1388
APPL2	3855	4166	4012	1181	715	419
C12orf75	2008	2161	2314	1077	1050	1529
KCCAT198	0	0	1	0	0	0
CASC18	10	6	6	16	10	13
ST13P3	108	93	160	96	99	80
AC011595.2	1	4	5	0	3	3
NUAK1	853	970	1201	2013	2568	3042
AC011595.1	0	0	0	1	0	0
AC010182.1	23	17	18	8	7	11
CKAP4	10557	11017	10891	5390	5035	4061
AC079174.1	1	1	2	1	1	4
AC079174.2	49	60	54	60	54	63
RNU7-94P	0	0	0	0	0	0
TCP11L2	340	271	304	238	210	177
POLR3B	993	945	1081	603	752	746
AC079385.1	5	6	4	5	4	1
RFX4	30676	32057	31122	2672	929	73
AC079385.2	22	41	37	4	1	10
AC079385.3	245	233	244	26	16	16
RIC8B	2741	3104	2574	1805	1868	1504
EEF1B2P4	5	13	5	3	1	0
RPL30P12	0	0	0	0	0	0
AC007541.1	43	50	77	85	79	93
TMEM263	3917	4178	3985	1926	1575	1015
MTERF2	990	1079	1029	567	597	430
CRY1	947	1024	966	672	845	751
AC078929.1	1	0	0	0	0	2
SETP7	2	1	1	3	2	4
BTBD11	411	423	526	363	211	216
RNA5SP371	0	0	0	0	0	0
AC007540.1	0	0	0	0	0	0
PWP1	1640	1827	2115	1950	2655	3055
AC007622.1	8	9	11	18	19	16
PRDM4	1304	1298	1674	2087	2904	2698
AC007622.2	14	13	10	10	11	7
ASCL4	0	0	0	0	0	0
AC126177.2	0	0	0	1	0	0
AC126177.8	0	0	0	0	0	0
AC126177.4	0	0	0	0	0	0
AC126177.6	4	2	0	3	6	1
AC126177.3	0	0	0	0	0	0
AC126177.5	0	0	0	0	0	1
AC126177.7	9	7	16	14	21	11
AC126177.1	0	0	0	0	0	0
WSCD2	16	8	6	137	29	60
AC009729.1	0	0	0	0	0	0
CMKLR1	0	0	0	0	0	0
LINC01498	0	0	0	4	0	0
FICD	389	383	392	131	122	93
SART3	1583	1638	1923	1168	1268	1249
ISCU	1426	1521	1610	1261	1548	1243
TMEM119	1	3	0	21	7	4
SELPLG	9	4	8	42	52	49
AC007569.1	0	0	1	2	0	0
MIR4496	0	0	0	0	0	0
CORO1C	1721	1926	3195	6535	7977	9339
RNU7-169P	0	0	0	0	0	0
SSH1	989	904	1202	1424	1482	1569
AC087893.2	0	0	0	0	0	0
AC087893.1	0	0	0	1	0	0
MIR619	0	0	0	0	0	0
DAO	5	2	8	16	19	15
SVOP	223	357	714	2029	2437	2623
RNU6-361P	0	0	0	1	0	0
AC190387.1	0	0	0	0	0	0
USP30	1049	984	1187	921	1127	982
USP30-AS1	1	0	1	0	0	0
RNA5SP372	0	0	0	0	0	0
ALKBH2	247	260	288	269	318	367
UNG	984	1107	1318	784	1094	806
AC007637.1	30	21	20	2	0	0
ACACB	1064	1049	969	251	106	66
FOXN4	4	5	2	5	2	1
MYO1H	4	5	8	12	4	3
LINC01486	0	0	0	0	0	0
AC007570.1	0	1	0	1	0	2
KCTD10	1098	1068	1472	2170	3100	2471
UBE3B	1620	1374	1696	981	958	1049
MMAB	469	515	651	761	815	861
RNU4-32P	0	0	0	0	0	0
MVK	235	345	473	756	806	1066
RN7SKP250	0	0	0	0	0	0
FAM222A	147	172	434	718	608	618
FAM222A-AS1	3	2	4	9	6	10
TRPV4	8	3	11	3	5	3
MIR4497	0	0	0	0	0	0
GLTP	898	863	940	426	293	273
AC007834.2	0	0	0	2	1	0
RN7SL441P	0	0	1	0	0	0
AC007834.1	0	0	0	0	0	0
TCHP	508	514	533	422	379	367
GIT2	960	869	1083	848	869	940
AC084876.1	1	1	3	0	0	0
AC084876.2	5	14	11	26	19	16
ANKRD13A	1385	1652	1755	1389	1584	1453
C12orf76	1196	1392	1564	1231	1623	1531
AC007546.1	6	0	4	1	3	4
AC007546.2	0	0	0	0	0	0
IFT81	3219	3347	3049	1608	1487	1258
ATP2A2	20845	20067	20303	13925	14392	14484
RN7SL769P	0	0	0	0	0	0
ANAPC7	1362	1475	1694	1702	1962	1901
